Algorithm,n_clusters,error,Classifier,Centroids,Accuracy,Precision,Recall,F1
Local DISSFCM,4,10.0,Turn Vote,7.181818181818182,0.8295454545454546,0.8616883119090908,0.8295454545454546,0.8090745116363636
Local DISSFCM,8,10.0,Turn Vote,12.909090909090908,0.9488636363636364,0.9645021645454545,0.9488636363636364,0.9421422013636364
Local DISSFCM,12,10.0,Turn Vote,16.636363636363637,0.9659090909090909,0.9568181818181819,0.9659090909090909,0.9581529582727272
