Algorithm,n_clusters,error,Classifier,Centroids,Accuracy,Precision,Recall,F1
Local DISSFCM,4,0.01,Min Move,7.363636363636363,1.0,1.0,1.0,1.0
Local DISSFCM,8,0.01,Min Move,13.272727272727273,0.9715909090909091,0.9811688311818181,0.9715909090909091,0.9686212778181819
Local DISSFCM,12,0.01,Min Move,29.545454545454547,0.9602272727272727,0.9696969697272727,0.9602272727272727,0.9590187591818182
