Algorithm,param1,param2,Classifier,Centroids,Accuracy,Precision,Recall,F1
Local DISSFCM,4,0.1,Min Move,4.363636363636363,0.9943181818181818,0.9954545454545454,0.9943181818181818,0.9942279942279942
Local DISSFCM,8,0.1,Min Move,28.0,0.9829545454545454,0.9863636363636363,0.9829545454545454,0.9826839826839827
Local DISSFCM,12,0.1,Min Move,30.636363636363637,0.9886363636363636,0.990909090909091,0.9886363636363636,0.9884559884559885
