Dataset,Algorithm,Classifier,Centroids,Accuracy,Precision,Recall,F1,n_clusters
NATOPS,Local DISSFCM,Min Move,12,0.6805555555555556,0.5968025030525029,0.6805555555555556,0.6198194203457362,12,0.1
NATOPS,Local DISSFCM,Turn Vote,18,0.4166666666666667,0.38540083105300493,0.4166666666666667,0.38325741890959286,12,1
NATOPS,Local DISSFCM,Majority Vote,18,0.375,0.4120734315231469,0.375,0.3392656996675061,12,1
NATOPS,Local DISSFCM,Min Move,13,0.625,0.6766569200779727,0.625,0.5840661338557552,12,1
NATOPS,Local DISSFCM,Turn Vote,12,0.3611111111111111,0.3530477185649599,0.3611111111111111,0.33052011111188123,12,10
NATOPS,Local DISSFCM,Majority Vote,12,0.375,0.48088235294117637,0.375,0.36510102473591316,12,10
NATOPS,Local DISSFCM,Min Move,12,0.6527777777777778,0.6365079365079365,0.6527777777777778,0.6338145934637163,12,10
NATOPS,Local DISSFCM,Turn Vote,18,0.4166666666666667,0.36937830687830686,0.4166666666666667,0.33498677248677244,18,0.01
NATOPS,Local DISSFCM,Majority Vote,18,0.4166666666666667,0.36937830687830686,0.4166666666666667,0.33498677248677244,18,0.01
NATOPS,Local DISSFCM,Min Move,44,0.6805555555555556,0.5964387464387464,0.6805555555555556,0.6077124183006537,18,0.01
NATOPS,Local DISSFCM,Turn Vote,44,0.5416666666666666,0.6412607000842294,0.5416666666666666,0.5220508719545579,18,0.1
NATOPS,Local DISSFCM,Majority Vote,43,0.4583333333333333,0.48967156032373416,0.4583333333333333,0.4431050452217501,18,0.1
NATOPS,Local DISSFCM,Min Move,44,0.7083333333333334,0.7743559545030133,0.7083333333333334,0.7104548602891537,18,0.1
NATOPS,Local DISSFCM,Turn Vote,21,0.375,0.35997846108140225,0.375,0.36148116417981485,18,1
NATOPS,Local DISSFCM,Majority Vote,21,0.3888888888888889,0.36241830065359476,0.3888888888888889,0.3620126211404102,18,1
NATOPS,Local DISSFCM,Min Move,18,0.7222222222222222,0.6409637061810975,0.7222222222222222,0.6659964726631393,18,1
NATOPS,Local DISSFCM,Turn Vote,18,0.4722222222222222,0.47282913165266105,0.4722222222222222,0.4679496748462266,18,10
NATOPS,Local DISSFCM,Majority Vote,18,0.4305555555555556,0.4351418597742127,0.4305555555555556,0.424152209609481,18,10
NATOPS,Local DISSFCM,Min Move,18,0.6944444444444444,0.7050264550264551,0.6944444444444444,0.678917378917379,18,10
NATOPS,Local IFCM,Turn Vote,6,0.3472222222222222,0.32785336356764927,0.3472222222222222,0.24493884985688263,6
NATOPS,Local IFCM,Majority Vote,6,0.3472222222222222,0.32785336356764927,0.3472222222222222,0.24493884985688263,6
NATOPS,Local IFCM,Min Move,6,0.6527777777777778,0.6960678210678211,0.6527777777777778,0.6507159104985191,6
NATOPS,Local IFCM,Turn Vote,12,0.3888888888888889,0.4521016617790812,0.3888888888888889,0.38321664572928477,12
NATOPS,Local IFCM,Majority Vote,12,0.3472222222222222,0.21666666666666667,0.3472222222222222,0.24210526315789477,12
NATOPS,Local IFCM,Min Move,12,0.6666666666666666,0.7202380952380952,0.6666666666666666,0.6392847167356971,12
NATOPS,Local IFCM,Turn Vote,18,0.4444444444444444,0.4123471557682084,0.4444444444444444,0.4188098120776943,18
NATOPS,Local IFCM,Majority Vote,18,0.4444444444444444,0.4166666666666667,0.4444444444444444,0.42592592592592593,18
NATOPS,Local IFCM,Min Move,18,0.7361111111111112,0.7550634550634552,0.7361111111111112,0.7243250923557829,18
NATOPS,Local IFCM,Turn Vote,24,0.4305555555555556,0.4255718954248366,0.4305555555555556,0.41897093215551634,24
NATOPS,Local IFCM,Majority Vote,24,0.4444444444444444,0.44126984126984126,0.4444444444444444,0.43097643097643096,24
NATOPS,Local IFCM,Min Move,24,0.6666666666666666,0.7635299483125569,0.6666666666666666,0.6299474438604874,24
NATOPS,Local IFCM,Turn Vote,30,0.3888888888888889,0.3836601307189542,0.3888888888888889,0.37874917759975224,30
NATOPS,Local IFCM,Majority Vote,30,0.4305555555555556,0.4267195767195768,0.4305555555555556,0.41500598167264835,30
NATOPS,Local IFCM,Min Move,30,0.7083333333333334,0.7164021164021164,0.7083333333333334,0.700846699702535,30
NATOPS,Local IFCM,Turn Vote,36,0.4305555555555556,0.3293650793650794,0.4305555555555556,0.3379334397273488,36
NATOPS,Local IFCM,Majority Vote,36,0.4305555555555556,0.3293650793650794,0.4305555555555556,0.3379334397273488,36
NATOPS,Local IFCM,Min Move,36,0.6944444444444444,0.6166666666666667,0.6944444444444444,0.6392182696530523,36
NATOPS,Local IFCM,Turn Vote,42,0.5833333333333334,0.5856840463458111,0.5833333333333334,0.5727100735346612,42
NATOPS,Local IFCM,Majority Vote,42,0.5555555555555556,0.5609917043740573,0.5555555555555556,0.5481918656056588,42
NATOPS,Local IFCM,Min Move,42,0.6805555555555556,0.5810855810855811,0.6805555555555556,0.6184497344088137,42
NATOPS,Local IFCM,Turn Vote,48,0.4861111111111111,0.501022126022126,0.4861111111111111,0.4797675754197494,48
NATOPS,Local IFCM,Majority Vote,48,0.5,0.4835901027077497,0.5,0.4823364800376294,48
NATOPS,Local IFCM,Min Move,48,0.7083333333333334,0.6334469174143087,0.7083333333333334,0.6521867021867023,48
NATOPS,Local IFCM,Turn Vote,54,0.4166666666666667,0.36574074074074076,0.4166666666666667,0.37530227082858664,54
NATOPS,Local IFCM,Majority Vote,54,0.4166666666666667,0.4527777777777778,0.4166666666666667,0.3782146865480199,54
NATOPS,Local IFCM,Min Move,54,0.7083333333333334,0.6978503522621169,0.7083333333333334,0.6752385868469274,54
NATOPS,Local IFCM,Turn Vote,60,0.4583333333333333,0.4485271672771673,0.4583333333333333,0.44522881277267246,60
NATOPS,Local IFCM,Majority Vote,60,0.4583333333333333,0.4550819550819551,0.4583333333333333,0.445455221107395,60
NATOPS,Local IFCM,Min Move,60,0.7222222222222222,0.7944444444444444,0.7222222222222222,0.6867078715544188,60
NATOPS,FCM,Turn Vote,6,0.2361111111111111,0.08089322685595977,0.2361111111111111,0.11725214676034348,6
NATOPS,FCM,Majority Vote,6,0.2222222222222222,0.07563025210084032,0.2222222222222222,0.10870610870610871,6
NATOPS,FCM,Min Move,6,0.3472222222222222,0.28460686600221485,0.3472222222222222,0.1983682983682984,6
NATOPS,FCM,Turn Vote,12,0.3611111111111111,0.380952380952381,0.3611111111111111,0.31933760683760676,12
NATOPS,FCM,Majority Vote,12,0.3472222222222222,0.36041666666666666,0.3472222222222222,0.30673210232033765,12
NATOPS,FCM,Min Move,12,0.4861111111111111,0.3017473884140551,0.4861111111111111,0.3621252021252021,12
NATOPS,FCM,Turn Vote,18,0.4166666666666667,0.395744301994302,0.4166666666666667,0.3733430799220273,18
NATOPS,FCM,Majority Vote,18,0.4166666666666667,0.4220390720390721,0.4166666666666667,0.3853342506593281,18
NATOPS,FCM,Min Move,18,0.625,0.5392628205128205,0.625,0.563864734299517,18
NATOPS,FCM,Turn Vote,24,0.3472222222222222,0.3809052059052058,0.3472222222222222,0.31868883589471825,24
NATOPS,FCM,Majority Vote,24,0.3611111111111111,0.4196296296296297,0.3611111111111111,0.34433784433784437,24
NATOPS,FCM,Min Move,24,0.4583333333333333,0.4317251461988304,0.4583333333333333,0.35257394934814285,24
NATOPS,FCM,Turn Vote,30,0.375,0.4305555555555556,0.375,0.3539593122926456,30
NATOPS,FCM,Majority Vote,30,0.3472222222222222,0.4271043771043771,0.3472222222222222,0.34745564892623715,30
NATOPS,FCM,Min Move,30,0.3472222222222222,0.38142514090656504,0.3472222222222222,0.2926115343977296,30
NATOPS,FCM,Turn Vote,36,0.3611111111111111,0.36668977355251864,0.3611111111111111,0.3323198748611042,36
NATOPS,FCM,Majority Vote,36,0.3333333333333333,0.34358465608465605,0.3333333333333333,0.32315550171250806,36
NATOPS,FCM,Min Move,36,0.4583333333333333,0.4224941724941725,0.4583333333333333,0.39669386595217804,36
NATOPS,FCM,Turn Vote,42,0.3611111111111111,0.3858465608465609,0.3611111111111111,0.33343145073021235,42
NATOPS,FCM,Majority Vote,42,0.4027777777777778,0.5336589336589337,0.4027777777777778,0.369318356222381,42
NATOPS,FCM,Min Move,42,0.4722222222222222,0.5162393162393162,0.4722222222222222,0.4091805879305879,42
NATOPS,FCM,Turn Vote,48,0.3333333333333333,0.4233452950558214,0.3333333333333333,0.3160087088383021,48
NATOPS,FCM,Majority Vote,48,0.375,0.40683251933251935,0.375,0.3664021164021164,48
NATOPS,FCM,Min Move,48,0.5277777777777778,0.5053872053872054,0.5277777777777778,0.5001556178026766,48
NATOPS,FCM,Turn Vote,54,0.375,0.44278002699055324,0.375,0.35459117433051324,54
NATOPS,FCM,Majority Vote,54,0.3055555555555556,0.32654151404151405,0.3055555555555556,0.27929292929292926,54
NATOPS,FCM,Min Move,54,0.4444444444444444,0.33585858585858586,0.4444444444444444,0.37147548230242183,54
NATOPS,FCM,Turn Vote,60,0.3611111111111111,0.4029100529100529,0.3611111111111111,0.3455820924861172,60
NATOPS,FCM,Majority Vote,60,0.4027777777777778,0.4334011667345001,0.4027777777777778,0.3807368597461477,60
NATOPS,FCM,Min Move,60,0.4444444444444444,0.31893939393939397,0.4444444444444444,0.36374364560639066,60
NATOPS,KNN,Majority Vote,0,0.5694444444444444,0.5626382876382876,0.5694444444444444,0.5625475571127745,3
NATOPS,KNN,Majority Vote,0,0.5138888888888888,0.5078914141414141,0.5138888888888888,0.5062894834633965,4
NATOPS,KNN,Majority Vote,0,0.5555555555555556,0.5403707403707404,0.5555555555555556,0.5442612781743217,5
NATOPS,KNN,Majority Vote,0,0.5555555555555556,0.5475912975912975,0.5555555555555556,0.5500905374818418,6
NATOPS,KNN,Majority Vote,0,0.5138888888888888,0.5056332556332557,0.5138888888888888,0.5092270531400965,7
NATOPS,KNN,Majority Vote,0,0.5416666666666666,0.5306547619047619,0.5416666666666666,0.5313519813519814,8
NATOPS,KNN,Majority Vote,0,0.5,0.49582362082362086,0.5,0.497512077294686,9
NATOPS,KNN,Majority Vote,0,0.5277777777777778,0.5125894938394938,0.5277777777777778,0.5149751697577784,10
NATOPS,KNN,Majority Vote,0,0.4861111111111111,0.4833268583268584,0.4861111111111111,0.4820796836014228,11
NATOPS,KNN,Majority Vote,0,0.5138888888888888,0.50997150997151,0.5138888888888888,0.5053968253968253,12
NATOPS,KNN,Majority Vote,0,0.5138888888888888,0.5075396825396825,0.5138888888888888,0.5033425800969661,13
NATOPS,KNN,Majority Vote,0,0.5277777777777778,0.5215811965811965,0.5277777777777778,0.5156701940035274,14
NATOPS,KNN,Majority Vote,0,0.5138888888888888,0.5208333333333334,0.5138888888888888,0.511904761904762,15
NATOPS,Local DISSFCM,Turn Vote,43,0.4861111111111111,0.5768555116381203,0.4861111111111111,0.421759701651006,6,0.01
NATOPS,Local DISSFCM,Majority Vote,43,0.4305555555555556,0.4294823232323232,0.4305555555555556,0.38583937198067636,6,0.01
NATOPS,Local DISSFCM,Min Move,26,0.6944444444444444,0.7889767237593324,0.6944444444444444,0.628105199716453,6,0.01
NATOPS,Local DISSFCM,Turn Vote,31,0.375,0.27021604938271604,0.375,0.29563551916493097,6,0.1
NATOPS,Local DISSFCM,Majority Vote,32,0.375,0.2604166666666667,0.375,0.2870544416597048,6,0.1
NATOPS,Local DISSFCM,Min Move,6,0.6805555555555556,0.6812042124542125,0.6805555555555556,0.668345864661654,6,0.1
NATOPS,Local DISSFCM,Turn Vote,17,0.375,0.34188034188034183,0.375,0.3516483516483516,6,1
NATOPS,Local DISSFCM,Majority Vote,6,0.3194444444444444,0.3679824561403509,0.3194444444444444,0.30593137254901964,6,1
NATOPS,Local DISSFCM,Min Move,6,0.6527777777777778,0.6260683760683762,0.6527777777777778,0.6185567210567211,6,1
NATOPS,Local DISSFCM,Turn Vote,7,0.3472222222222222,0.3782051282051282,0.3472222222222222,0.27768207282913165,6,10
NATOPS,Local DISSFCM,Majority Vote,6,0.3194444444444444,0.32976190476190476,0.3194444444444444,0.28532030834662414,6,10
NATOPS,Local DISSFCM,Min Move,6,0.7361111111111112,0.736935286935287,0.7361111111111112,0.7302672636005969,6,10
NATOPS,Local DISSFCM,Turn Vote,53,0.5555555555555556,0.5704221302047389,0.5555555555555556,0.5372405372405372,12,0.01
NATOPS,Local DISSFCM,Majority Vote,53,0.5138888888888888,0.48376068376068376,0.5138888888888888,0.4839246809835045,12,0.01
NATOPS,Local DISSFCM,Min Move,49,0.6944444444444444,0.6944444444444444,0.6944444444444444,0.6816077441077442,12,0.01
NATOPS,Local DISSFCM,Turn Vote,45,0.4722222222222222,0.5997354497354498,0.4722222222222222,0.4251359751359751,12,0.1
NATOPS,Local DISSFCM,Majority Vote,45,0.4444444444444444,0.5268518518518518,0.4444444444444444,0.4278388278388279,12,0.1
NATOPS,Local DISSFCM,Min Move,30,0.7083333333333334,0.6502614379084968,0.7083333333333334,0.6489765627696662,12,0.1
NATOPS,Local DISSFCM,Turn Vote,18,0.4444444444444444,0.45476190476190476,0.4444444444444444,0.4349548112706007,12,1
NATOPS,Local DISSFCM,Majority Vote,18,0.4861111111111111,0.46075890483785215,0.4861111111111111,0.43329567295205446,12,1
NATOPS,Local DISSFCM,Min Move,15,0.6944444444444444,0.6861236802413273,0.6944444444444444,0.6825459482257399,12,1
NATOPS,Local DISSFCM,Turn Vote,12,0.4305555555555556,0.4394522960699432,0.4305555555555556,0.3936109430664784,12,10
NATOPS,Local DISSFCM,Majority Vote,12,0.4444444444444444,0.41100661790316967,0.4444444444444444,0.39979632715581814,12,10
NATOPS,Local DISSFCM,Min Move,12,0.6388888888888888,0.6354166666666666,0.6388888888888888,0.6261904761904762,12,10
NATOPS,Local DISSFCM,Turn Vote,53,0.4583333333333333,0.49753759312582846,0.4583333333333333,0.4486187094361316,18,0.01
NATOPS,Local DISSFCM,Majority Vote,53,0.4444444444444444,0.4917295123177476,0.4444444444444444,0.44314060141646344,18,0.01
NATOPS,Local DISSFCM,Min Move,27,0.7222222222222222,0.7265873015873016,0.7222222222222222,0.7215423465423465,18,0.01
NATOPS,Local DISSFCM,Turn Vote,41,0.4444444444444444,0.42413785689714484,0.4444444444444444,0.39982829245899326,18,0.1
NATOPS,Local DISSFCM,Majority Vote,41,0.4583333333333333,0.5092592592592593,0.4583333333333333,0.44347442680776006,18,0.1
NATOPS,Local DISSFCM,Min Move,34,0.7222222222222222,0.6294538794538794,0.7222222222222222,0.6642979867532297,18,0.1
NATOPS,Local DISSFCM,Turn Vote,24,0.4444444444444444,0.49925518925518925,0.4444444444444444,0.43845999845999845,18,1
NATOPS,Local DISSFCM,Majority Vote,24,0.4444444444444444,0.5038339438339439,0.4444444444444444,0.44102410102410106,18,1
NATOPS,Local DISSFCM,Min Move,23,0.6388888888888888,0.5502645502645502,0.6388888888888888,0.5776132080479905,18,1
NATOPS,Local DISSFCM,Turn Vote,18,0.4444444444444444,0.4309962368785898,0.4444444444444444,0.4232712775265029,18,10
NATOPS,Local DISSFCM,Majority Vote,18,0.4027777777777778,0.39920634920634923,0.4027777777777778,0.39539424837670456,18,10
NATOPS,Local DISSFCM,Min Move,18,0.6944444444444444,0.7166666666666667,0.6944444444444444,0.6723214285714285,18,10
NATOPS,Local IFCM,Turn Vote,6,0.4027777777777778,0.5499338624338624,0.4027777777777778,0.36516196222078573,6
NATOPS,Local IFCM,Majority Vote,6,0.3611111111111111,0.47454594017094015,0.3611111111111111,0.3809530175706647,6
NATOPS,Local IFCM,Min Move,6,0.7638888888888888,0.776994301994302,0.7638888888888888,0.7604409171075838,6
NATOPS,Local IFCM,Turn Vote,12,0.4305555555555556,0.3927350427350427,0.4305555555555556,0.38114600226055334,12
NATOPS,Local IFCM,Majority Vote,12,0.4166666666666667,0.37269524959742356,0.4166666666666667,0.36517273576097103,12
NATOPS,Local IFCM,Min Move,12,0.6805555555555556,0.672332569391393,0.6805555555555556,0.6608301112601593,12
NATOPS,Local IFCM,Turn Vote,18,0.4166666666666667,0.4366341991341991,0.4166666666666667,0.4070257629081158,18
NATOPS,Local IFCM,Majority Vote,18,0.4305555555555556,0.4592185592185592,0.4305555555555556,0.4178477586320724,18
NATOPS,Local IFCM,Min Move,18,0.75,0.7646862940980588,0.75,0.7453231279097293,18
NATOPS,Local IFCM,Turn Vote,24,0.4027777777777778,0.3920875420875421,0.4027777777777778,0.3706603853662677,24
NATOPS,Local IFCM,Majority Vote,24,0.4444444444444444,0.4452380952380952,0.4444444444444444,0.423670445052024,24
NATOPS,Local IFCM,Min Move,24,0.6944444444444444,0.7078275754746343,0.6944444444444444,0.6874789422331441,24
NATOPS,Local IFCM,Turn Vote,30,0.4583333333333333,0.45416666666666666,0.4583333333333333,0.45057319223985887,30
NATOPS,Local IFCM,Majority Vote,30,0.4305555555555556,0.4213009213009213,0.4305555555555556,0.4227643317498389,30
NATOPS,Local IFCM,Min Move,30,0.6944444444444444,0.7143274853801169,0.6944444444444444,0.6729489988297018,30
NATOPS,Local IFCM,Turn Vote,36,0.4583333333333333,0.450850619968267,0.4583333333333333,0.4439851878571991,36
NATOPS,Local IFCM,Majority Vote,36,0.4861111111111111,0.49109895952001215,0.4861111111111111,0.47625372844609576,36
NATOPS,Local IFCM,Min Move,36,0.6666666666666666,0.6770451770451771,0.6666666666666666,0.6482850241545894,36
NATOPS,Local IFCM,Turn Vote,42,0.4722222222222222,0.4804726183402654,0.4722222222222222,0.4677461053023272,42
NATOPS,Local IFCM,Majority Vote,42,0.5277777777777778,0.5405844155844156,0.5277777777777778,0.5310119965917067,42
NATOPS,Local IFCM,Min Move,42,0.6388888888888888,0.6378617483880643,0.6388888888888888,0.6116966269131933,42
NATOPS,Local IFCM,Turn Vote,48,0.4861111111111111,0.48713647463647464,0.4861111111111111,0.48243321359263386,48
NATOPS,Local IFCM,Majority Vote,48,0.4861111111111111,0.5130827505827507,0.4861111111111111,0.48716662832604857,48
NATOPS,Local IFCM,Min Move,48,0.7222222222222222,0.7238095238095239,0.7222222222222222,0.7166833166833168,48
NATOPS,Local IFCM,Turn Vote,54,0.3888888888888889,0.38572648756472283,0.3888888888888889,0.3741869369129268,54
NATOPS,Local IFCM,Majority Vote,54,0.4166666666666667,0.4035025023995612,0.4166666666666667,0.3966069257197222,54
NATOPS,Local IFCM,Min Move,54,0.6666666666666666,0.7095864661654135,0.6666666666666666,0.6526163309126706,54
NATOPS,Local IFCM,Turn Vote,60,0.4305555555555556,0.3429515745692216,0.4305555555555556,0.37302430134139275,60
NATOPS,Local IFCM,Majority Vote,60,0.4305555555555556,0.3340134524345051,0.4305555555555556,0.3710867325468344,60
NATOPS,Local IFCM,Min Move,60,0.7777777777777778,0.8324175824175823,0.7777777777777778,0.7454978354978355,60
NATOPS,FCM,Turn Vote,6,0.2361111111111111,0.0791982057751612,0.2361111111111111,0.11796287774198497,6
NATOPS,FCM,Majority Vote,6,0.2361111111111111,0.07813355227148332,0.2361111111111111,0.11668172237277928,6
NATOPS,FCM,Min Move,6,0.3472222222222222,0.29806763285024157,0.3472222222222222,0.21010217852323118,6
NATOPS,FCM,Turn Vote,12,0.3055555555555556,0.25363577863577863,0.3055555555555556,0.24232829096550904,12
NATOPS,FCM,Majority Vote,12,0.4166666666666667,0.2986097236097236,0.4166666666666667,0.3383876811594203,12
NATOPS,FCM,Min Move,12,0.5277777777777778,0.3979012345679012,0.5277777777777778,0.42939792939792937,12
NATOPS,FCM,Turn Vote,18,0.375,0.4691142191142191,0.375,0.36978860193963164,18
NATOPS,FCM,Majority Vote,18,0.3611111111111111,0.4876763668430335,0.3611111111111111,0.35132206974312236,18
NATOPS,FCM,Min Move,18,0.25,0.13850486431131592,0.25,0.16622369878183835,18
NATOPS,FCM,Turn Vote,24,0.4444444444444444,0.5185270869481395,0.4444444444444444,0.4257617651166039,24
NATOPS,FCM,Majority Vote,24,0.4166666666666667,0.4724997224997225,0.4166666666666667,0.4060030165912518,24
NATOPS,FCM,Min Move,24,0.4583333333333333,0.5132575757575758,0.4583333333333333,0.4564210950080515,24
NATOPS,FCM,Turn Vote,30,0.2777777777777778,0.37061372269705606,0.2777777777777778,0.2820792932557638,30
NATOPS,FCM,Majority Vote,30,0.3194444444444444,0.3546176046176046,0.3194444444444444,0.31589652177887473,30
NATOPS,FCM,Min Move,30,0.4027777777777778,0.3353479853479853,0.4027777777777778,0.3163233141956547,30
NATOPS,FCM,Turn Vote,36,0.3888888888888889,0.4651234567901234,0.3888888888888889,0.3283000949667616,36
NATOPS,FCM,Majority Vote,36,0.4027777777777778,0.5004273504273504,0.4027777777777778,0.3950864237241946,36
NATOPS,FCM,Min Move,36,0.5416666666666666,0.4013884666058579,0.5416666666666666,0.4484959201071733,36
