Dataset,Algorithm,Classifier,Centroids,Accuracy,Precision,Recall,F1,n_clusters
RacketSports,KNN,Majority Vote,0,0.8688524590163934,0.8800216177265358,0.8688524590163934,0.869515822090872,4
RacketSports,Local DISSFCM,Turn Vote,50,0.6557377049180327,0.6962497390152416,0.6557377049180327,0.6462135898972929,12,0.01
RacketSports,Local DISSFCM,Majority Vote,50,0.6885245901639344,0.7226501424948363,0.6885245901639344,0.6822447740480528,12,0.01
RacketSports,Local DISSFCM,Min Move,27,0.5573770491803278,0.5885589820016051,0.5573770491803278,0.5594950650230864,12,1
RacketSports,Local IFCM,Turn Vote,32,0.639344262295082,0.7090814467863648,0.639344262295082,0.6253737885155782,32
RacketSports,Local IFCM,Majority Vote,32,0.5737704918032787,0.6899084522035341,0.5737704918032787,0.5619095418821348,32
RacketSports,Local IFCM,Min Move,40,0.5737704918032787,0.6666146239916731,0.5737704918032787,0.5827060989960766,40
RacketSports,FCM,Turn Vote,12,0.47540983606557374,0.5111773472429211,0.47540983606557374,0.4655402963176628,12
RacketSports,FCM,Majority Vote,12,0.5081967213114754,0.6360655737704918,0.5081967213114754,0.49957328645853244,12
RacketSports,FCM,Min Move,28,0.5573770491803278,0.5768220850188064,0.5573770491803278,0.5609501091204384,28
RacketSports,KNN,Majority Vote,0,0.8688524590163934,0.8889522451888809,0.8688524590163934,0.8635561160151324,7
RacketSports,Local DISSFCM,Turn Vote,44,0.639344262295082,0.6769995032290115,0.639344262295082,0.6426136098267246,12,1
RacketSports,Local DISSFCM,Majority Vote,44,0.5245901639344263,0.5748058671268335,0.5245901639344263,0.5249237011920933,12,1
RacketSports,Local DISSFCM,Min Move,18,0.639344262295082,0.6496723365791528,0.639344262295082,0.6415720891130727,12,0.1
RacketSports,Local IFCM,Turn Vote,36,0.639344262295082,0.6474105812220566,0.639344262295082,0.638668653750621,36
RacketSports,Local IFCM,Majority Vote,36,0.5737704918032787,0.5619672131147542,0.5737704918032787,0.5546875266987222,36
RacketSports,Local IFCM,Min Move,20,0.6557377049180327,0.6742368271394308,0.6557377049180327,0.6257654228838826,20
RacketSports,FCM,Turn Vote,16,0.5573770491803278,0.5958175704077343,0.5573770491803278,0.5632960491017269,36
RacketSports,FCM,Majority Vote,16,0.5245901639344263,0.5443890076819514,0.5245901639344263,0.5079733641348215,36
RacketSports,FCM,Min Move,36,0.4098360655737705,0.43315118397085617,0.4098360655737705,0.4019657990229554,36
RacketSports,KNN,Majority Vote,0,0.8688524590163934,0.8953055141579731,0.8688524590163934,0.8656484984353837,11
RacketSports,Local DISSFCM,Turn Vote,52,0.6721311475409836,0.686913268880482,0.6721311475409836,0.6641621129326046,8,0.01
RacketSports,Local DISSFCM,Majority Vote,52,0.6885245901639344,0.7175283732660782,0.6885245901639344,0.6907944514501891,8,0.01
RacketSports,Local DISSFCM,Min Move,4,0.5573770491803278,0.6043219076005961,0.5573770491803278,0.5569955598885205,4,10
RacketSports,Local IFCM,Turn Vote,36,0.7049180327868853,0.7384335154826958,0.7049180327868853,0.6988230348886086,36
RacketSports,Local IFCM,Majority Vote,36,0.7213114754098361,0.7452438272110403,0.7213114754098361,0.7260111525746528,36
RacketSports,Local IFCM,Min Move,32,0.4426229508196721,0.5835311852270586,0.4426229508196721,0.43849081566577697,32
RacketSports,FCM,Turn Vote,40,0.4426229508196721,0.4301927580616105,0.4426229508196721,0.4157910468351229,40
RacketSports,FCM,Majority Vote,40,0.4426229508196721,0.42975658221559865,0.4426229508196721,0.42141829241154216,40
RacketSports,FCM,Min Move,16,0.6065573770491803,0.6132348525791149,0.6065573770491803,0.604952964031837,16
RacketSports,KNN,Majority Vote,0,0.8360655737704918,0.878415300546448,0.8360655737704918,0.8275919261924859,7
RacketSports,Local DISSFCM,Turn Vote,51,0.6065573770491803,0.7552367941712204,0.6065573770491803,0.5871364083766079,8,0.01
RacketSports,Local DISSFCM,Majority Vote,51,0.639344262295082,0.7023959646910466,0.639344262295082,0.6265819731300106,8,0.01
RacketSports,Local DISSFCM,Min Move,14,0.45901639344262296,0.4271402550091075,0.45901639344262296,0.40082617746552174,12,1
RacketSports,Local IFCM,Turn Vote,36,0.5737704918032787,0.585460850624785,0.5737704918032787,0.5662224778704502,36
RacketSports,Local IFCM,Majority Vote,36,0.6721311475409836,0.674486829199944,0.6721311475409836,0.6724233657695566,36
RacketSports,Local IFCM,Min Move,20,0.45901639344262296,0.5046938489561441,0.45901639344262296,0.46505133602880955,20
RacketSports,FCM,Turn Vote,16,0.5245901639344263,0.5337161392127641,0.5245901639344263,0.5209839126907594,24
RacketSports,FCM,Majority Vote,16,0.5409836065573771,0.5443216378606928,0.5409836065573771,0.5401630226663506,24
RacketSports,FCM,Min Move,12,0.4426229508196721,0.44923237054384596,0.4426229508196721,0.40484207490024526,12
RacketSports,KNN,Majority Vote,0,0.8688524590163934,0.8791700103175513,0.8688524590163934,0.8691706969830202,5
RacketSports,Local DISSFCM,Turn Vote,56,0.4426229508196721,0.3878220140515222,0.4426229508196721,0.36021587237138164,12,1
RacketSports,Local DISSFCM,Majority Vote,56,0.47540983606557374,0.5209471766848817,0.47540983606557374,0.4207129116562819,12,1
RacketSports,Local DISSFCM,Min Move,46,0.5901639344262295,0.6685463406774882,0.5901639344262295,0.547040932054851,12,1
RacketSports,Local IFCM,Turn Vote,40,0.5901639344262295,0.6726063197909242,0.5901639344262295,0.590433684828185,40
RacketSports,Local IFCM,Majority Vote,40,0.6557377049180327,0.6974514395922303,0.6557377049180327,0.6561546059166365,40
RacketSports,Local IFCM,Min Move,28,0.4262295081967213,0.5540278512251013,0.4262295081967213,0.43693984016014314,28
RacketSports,FCM,Turn Vote,24,0.5737704918032787,0.6137358721107831,0.5737704918032787,0.5535939470365699,24
RacketSports,FCM,Majority Vote,24,0.5409836065573771,0.4585630681926796,0.5409836065573771,0.47964173949524497,24
RacketSports,FCM,Min Move,32,0.4098360655737705,0.44034730136465916,0.4098360655737705,0.40910659659581144,32
RacketSports,KNN,Majority Vote,0,0.8360655737704918,0.8571948998178507,0.8360655737704918,0.8274020835015748,4
RacketSports,Local DISSFCM,Turn Vote,44,0.6065573770491803,0.6174863387978142,0.6065573770491803,0.6105395898320833,4,0.01
RacketSports,Local DISSFCM,Majority Vote,44,0.6557377049180327,0.7163686040735221,0.6557377049180327,0.6629508196721311,4,0.01
RacketSports,Local DISSFCM,Min Move,13,0.4098360655737705,0.4464345807550461,0.4098360655737705,0.3908689172552323,12,0.01
RacketSports,Local IFCM,Turn Vote,28,0.6065573770491803,0.6118674269422665,0.6065573770491803,0.6028628548580568,28
RacketSports,Local IFCM,Majority Vote,28,0.6065573770491803,0.6119064589485117,0.6065573770491803,0.600109444560444,28
RacketSports,Local IFCM,Min Move,20,0.639344262295082,0.6373990629535471,0.639344262295082,0.6236802275752658,20
