Algorithm,n_clusters,error,Classifier,Centroids,Accuracy,Precision,Recall,F1
Local IFCM,12,0.0,Turn Vote,12.0,0.5595238095454546,0.5618388417272727,0.5595238095454546,0.5550230844545454
Local IFCM,14,0.0,Majority Vote,14.0,0.5508658009090909,0.5624072503636364,0.5508658009090909,0.5358352455454546
Local IFCM,14,0.0,Min Move,14.0,0.5735930736363636,0.607895958090909,0.5735930736363636,0.5439271525454545
Local IFCM,14,0.0,Turn Vote,14.0,0.5487012987272727,0.5599539045454546,0.5487012987272727,0.5331016775454546
Local IFCM,16,0.0,Majority Vote,16.0,0.5703463204545455,0.5802809398181817,0.5703463204545455,0.5584281451818182
Local IFCM,16,0.0,Min Move,16.0,0.5800865800909091,0.6021333926363637,0.5800865800909091,0.557529477
Local IFCM,16,0.0,Turn Vote,16.0,0.5638528139090909,0.5748405296363637,0.5638528139090909,0.5515468932727272
Local IFCM,18,0.0,Majority Vote,18.0,0.5573593073636364,0.5604272867272727,0.5573593073636364,0.5490086897272728
Local IFCM,18,0.0,Min Move,18.0,0.5692640693636364,0.6141312161818182,0.5692640693636364,0.5353148543636363
Local IFCM,18,0.0,Turn Vote,18.0,0.5519480520000001,0.5553396443636364,0.5519480520000001,0.5419890538181819
Local IFCM,20,0.0,Majority Vote,20.0,0.5454545455454546,0.5513650588181819,0.5454545455454546,0.5294497474545454
Local IFCM,20,0.0,Min Move,20.0,0.5681818182727273,0.5857685069090909,0.5681818182727273,0.547413196
Local IFCM,20,0.0,Turn Vote,20.0,0.5541125541818182,0.5602008314545455,0.5541125541818182,0.5395696467272727
