Dataset,Algorithm,Classifier,Centroids,Accuracy,Precision,Recall,F1,n_clusters
NATOPS,Local DISSFCM,Turn Vote,52,0.375,0.3855850168350168,0.375,0.36963449191710057,12,0.01
NATOPS,Local DISSFCM,Majority Vote,52,0.4027777777777778,0.40135595081247255,0.4027777777777778,0.3879897296350835,12,0.01
NATOPS,Local DISSFCM,Min Move,14,0.6666666666666666,0.661904761904762,0.6666666666666666,0.6444105432663785,12,1
NATOPS,Local IFCM,Turn Vote,54,0.4861111111111111,0.5063672438672439,0.4861111111111111,0.48851408923872697,54
NATOPS,Local IFCM,Majority Vote,54,0.4583333333333333,0.44292929292929295,0.4583333333333333,0.44720148343336746,54
NATOPS,Local IFCM,Min Move,48,0.5833333333333334,0.5802218614718615,0.5833333333333334,0.5767558528428093,48
NATOPS,FCM,Turn Vote,12,0.4166666666666667,0.3883597883597884,0.4166666666666667,0.39210201563142727,36
NATOPS,FCM,Majority Vote,12,0.3888888888888889,0.38104575163398696,0.3888888888888889,0.37529267773520647,36
NATOPS,FCM,Min Move,18,0.5555555555555556,0.5983430799220273,0.5555555555555556,0.4981698593415861,18
NATOPS,KNN,Majority Vote,0,0.5555555555555556,0.5454545454545454,0.5555555555555556,0.5399678823591868,12
NATOPS,Local DISSFCM,Turn Vote,72,0.5555555555555556,0.5615541865541865,0.5555555555555556,0.5560224558050645,18,0.01
NATOPS,Local DISSFCM,Majority Vote,72,0.5416666666666666,0.5700757575757576,0.5416666666666666,0.550437485220094,18,0.01
NATOPS,Local DISSFCM,Min Move,24,0.7777777777777778,0.7922947422947423,0.7777777777777778,0.7632622904234158,18,0.01
NATOPS,Local IFCM,Turn Vote,54,0.4444444444444444,0.43636363636363634,0.4444444444444444,0.431781583955497,54
NATOPS,Local IFCM,Majority Vote,54,0.4722222222222222,0.45295187903883555,0.4722222222222222,0.44310556705226245,54
NATOPS,Local IFCM,Min Move,42,0.6527777777777778,0.6619047619047619,0.6527777777777778,0.6323983712478126,42
NATOPS,FCM,Turn Vote,48,0.3194444444444444,0.31574314574314577,0.3194444444444444,0.2974529713660149,54
NATOPS,FCM,Majority Vote,48,0.3055555555555556,0.4956651138716356,0.3055555555555556,0.3166184692500482,54
NATOPS,FCM,Min Move,60,0.4444444444444444,0.33982683982683987,0.4444444444444444,0.3738496513432575,60
NATOPS,KNN,Majority Vote,0,0.5277777777777778,0.5146825396825397,0.5277777777777778,0.5053710586798822,8
NATOPS,Local DISSFCM,Turn Vote,51,0.4583333333333333,0.4145501799753718,0.4583333333333333,0.40666392993979206,18,0.01
NATOPS,Local DISSFCM,Majority Vote,51,0.4722222222222222,0.4184693024366937,0.4722222222222222,0.4240396445659603,18,0.01
NATOPS,Local DISSFCM,Min Move,18,0.6111111111111112,0.6287155110684524,0.6111111111111112,0.6145974199047662,18,10
NATOPS,Local IFCM,Turn Vote,60,0.4444444444444444,0.483943833943834,0.4444444444444444,0.4489383528599215,60
NATOPS,Local IFCM,Majority Vote,60,0.4583333333333333,0.49769685652038587,0.4583333333333333,0.46617821693441774,60
NATOPS,Local IFCM,Min Move,42,0.5694444444444444,0.6672619047619047,0.5694444444444444,0.5163113154960981,42
NATOPS,FCM,Turn Vote,12,0.3055555555555556,0.21999000367121813,0.3055555555555556,0.24454005555361855,12
NATOPS,FCM,Majority Vote,12,0.3472222222222222,0.40247252747252754,0.3472222222222222,0.29582417582417586,12
NATOPS,FCM,Min Move,24,0.5833333333333334,0.5681491057961646,0.5833333333333334,0.5065671203602238,24
NATOPS,KNN,Majority Vote,0,0.5,0.5387218045112783,0.5,0.49861089674332465,6
NATOPS,Local DISSFCM,Turn Vote,71,0.4722222222222222,0.5121452621452621,0.4722222222222222,0.44222189433186876,18,0.01
NATOPS,Local DISSFCM,Majority Vote,71,0.4027777777777778,0.5098290598290598,0.4027777777777778,0.39436469962785753,18,0.01
NATOPS,Local DISSFCM,Min Move,12,0.6111111111111112,0.6182810245310246,0.6111111111111112,0.5984363081617086,12,10
NATOPS,Local IFCM,Turn Vote,42,0.5138888888888888,0.5147213897213898,0.5138888888888888,0.5126453498192628,42
NATOPS,Local IFCM,Majority Vote,42,0.4722222222222222,0.46880341880341875,0.4722222222222222,0.4698989898989899,42
NATOPS,Local IFCM,Min Move,18,0.5972222222222222,0.6143790849673203,0.5972222222222222,0.5903219385978007,18
NATOPS,FCM,Turn Vote,42,0.3194444444444444,0.2638888888888889,0.3194444444444444,0.28585958794292127,42
NATOPS,FCM,Majority Vote,42,0.2777777777777778,0.33698752228164,0.2777777777777778,0.2919049666343299,42
NATOPS,FCM,Min Move,12,0.4722222222222222,0.41405316606929515,0.4722222222222222,0.39857881136950907,12
NATOPS,KNN,Majority Vote,0,0.4722222222222222,0.5015363721246074,0.4722222222222222,0.4783787443510214,13
NATOPS,Local DISSFCM,Turn Vote,20,0.4166666666666667,0.36182950191570884,0.4166666666666667,0.36128340635753353,12,1
NATOPS,Local DISSFCM,Majority Vote,20,0.4444444444444444,0.4341269841269842,0.4444444444444444,0.3947600692698732,12,1
NATOPS,Local DISSFCM,Min Move,12,0.5555555555555556,0.5539453601953602,0.5555555555555556,0.5395489354699882,12,10
NATOPS,Local IFCM,Turn Vote,60,0.375,0.4375950560161087,0.375,0.35777589134125637,60
NATOPS,Local IFCM,Majority Vote,60,0.3472222222222222,0.3870526532291238,0.3472222222222222,0.3415377538503475,60
NATOPS,Local IFCM,Min Move,48,0.5555555555555556,0.6022727272727273,0.5555555555555556,0.5256446743457108,48
NATOPS,FCM,Turn Vote,36,0.3333333333333333,0.3564102564102565,0.3333333333333333,0.3011476608187134,60
NATOPS,FCM,Majority Vote,36,0.3888888888888889,0.385916179337232,0.3888888888888889,0.3601727399442453,60
NATOPS,FCM,Min Move,24,0.5416666666666666,0.5006709956709957,0.5416666666666666,0.5064298412124498,24
NATOPS,KNN,Majority Vote,0,0.4861111111111111,0.48378357753357754,0.4861111111111111,0.47461152882205515,3
NATOPS,Local DISSFCM,Turn Vote,24,0.4305555555555556,0.5097402597402598,0.4305555555555556,0.43596028154851685,18,1
NATOPS,Local DISSFCM,Majority Vote,24,0.4305555555555556,0.49138041181384834,0.4305555555555556,0.4130228585734704,18,1
NATOPS,Local DISSFCM,Min Move,25,0.6527777777777778,0.6675925925925926,0.6527777777777778,0.6444090665105158,12,1
NATOPS,Local IFCM,Turn Vote,42,0.4166666666666667,0.3810809073966968,0.4166666666666667,0.379398283914413,42
NATOPS,Local IFCM,Majority Vote,42,0.3888888888888889,0.34941520467836257,0.3888888888888889,0.35640092683103436,42
NATOPS,Local IFCM,Min Move,36,0.6666666666666666,0.6804584304584306,0.6666666666666666,0.670469916556873,36
