Algorithm,param1,param2,Classifier,Centroids,Accuracy,Precision,Recall,F1
FCM,6,0.0,Min Move,6.0,0.3383838383838384,0.34057450373024145,0.3383838383838384,0.23460571830356425
FCM,12,0.0,Min Move,12.0,0.3926767676767677,0.3595554571503879,0.3926767676767677,0.31611260364614957
FCM,18,0.0,Min Move,18.0,0.4646464646464646,0.39019928074409277,0.4646464646464646,0.38999130362676326
FCM,24,0.0,Min Move,24.0,0.5025252525252525,0.46051774038612847,0.5025252525252525,0.4358998191358902
FCM,30,0.0,Min Move,30.0,0.46085858585858586,0.43146380176237575,0.46085858585858586,0.4159604437055387
FCM,36,0.0,Min Move,36.0,0.446969696969697,0.41005247213584384,0.446969696969697,0.390203782850762
FCM,42,0.0,Min Move,42.0,0.4772727272727273,0.40770396547203575,0.4772727272727273,0.40349580614168373
FCM,48,0.0,Min Move,48.0,0.45454545454545453,0.40374873461966276,0.45454545454545453,0.38793567360579284
FCM,54,0.0,Min Move,54.0,0.4785353535353535,0.35101656811176923,0.4785353535353535,0.39039040036945283
FCM,60,0.0,Min Move,60.0,0.47348484848484845,0.4231802751338829,0.47348484848484845,0.41389689452630735
