Algorithm,param1,param2,Classifier,Centroids,Accuracy,Precision,Recall,F1
Local DISSFCM,4,0.1,Majority Vote,27.09090909090909,0.5909090909090909,0.6018370269864842,0.5909090909090909,0.5774392132083352
Local DISSFCM,4,0.1,Min Move,13.727272727272727,0.5716783216783217,0.5920707996831086,0.5716783216783217,0.5488544118990858
Local DISSFCM,4,0.1,Turn Vote,27.09090909090909,0.5909090909090909,0.6018370269864842,0.5909090909090909,0.5774392132083352
Local DISSFCM,4,1.0,Majority Vote,28.09090909090909,0.5786713286713286,0.5956512546370492,0.5786713286713286,0.5581067640189763
Local DISSFCM,4,1.0,Min Move,16.454545454545453,0.5734265734265734,0.596679197831579,0.5734265734265734,0.5471243279751214
Local DISSFCM,4,1.0,Turn Vote,28.09090909090909,0.5786713286713286,0.5956512546370492,0.5786713286713286,0.5581067640189763
Local DISSFCM,4,10.0,Majority Vote,15.727272727272727,0.5734265734265734,0.5889864292528731,0.5734265734265734,0.5564747119009179
Local DISSFCM,4,10.0,Min Move,18.363636363636363,0.5743006993006993,0.5990413609961149,0.5743006993006993,0.5486021442561703
Local DISSFCM,4,10.0,Turn Vote,15.727272727272727,0.5734265734265734,0.5889864292528731,0.5734265734265734,0.5564747119009179
Local DISSFCM,6,0.01,Majority Vote,26.818181818181817,0.5891608391608392,0.5939575099033029,0.5891608391608392,0.5839898126601053
Local DISSFCM,6,0.01,Min Move,24.272727272727273,0.5673076923076923,0.5787668890420088,0.5673076923076923,0.5529949838200625
Local DISSFCM,6,0.01,Turn Vote,26.818181818181817,0.5891608391608392,0.5939575099033029,0.5891608391608392,0.5839898126601053
Local DISSFCM,6,0.1,Majority Vote,26.363636363636363,0.5874125874125874,0.5989357340384316,0.5874125874125874,0.5768951966993935
Local DISSFCM,6,0.1,Min Move,16.09090909090909,0.5646853146853147,0.5780869650613512,0.5646853146853147,0.5493802250567994
Local DISSFCM,6,0.1,Turn Vote,26.363636363636363,0.5874125874125874,0.5989357340384316,0.5874125874125874,0.5768951966993935
Local DISSFCM,6,1.0,Majority Vote,22.272727272727273,0.5935314685314685,0.601929023093246,0.5935314685314685,0.5831255791265932
Local DISSFCM,6,1.0,Min Move,23.454545454545453,0.5725524475524476,0.5822375793038449,0.5725524475524476,0.5610571925885459
Local DISSFCM,6,1.0,Turn Vote,22.272727272727273,0.5935314685314685,0.601929023093246,0.5935314685314685,0.5831255791265932
Local DISSFCM,6,10.0,Majority Vote,20.727272727272727,0.5795454545454546,0.5941313484307639,0.5795454545454546,0.5619763747520041
Local DISSFCM,6,10.0,Min Move,16.363636363636363,0.5611888111888113,0.5834698078508868,0.5611888111888113,0.5295108679436674
Local DISSFCM,6,10.0,Turn Vote,20.727272727272727,0.5795454545454546,0.5941313484307639,0.5795454545454546,0.5619763747520041
Local IFCM,2,0.0,Majority Vote,2.0,0.5655594405594406,0.5687897341255047,0.5655594405594406,0.5608837381017205
Local IFCM,2,0.0,Min Move,2.0,0.5690559440559441,0.5746577623246648,0.5690559440559441,0.5615471675009265
Local IFCM,2,0.0,Turn Vote,2.0,0.5655594405594406,0.5687897341255047,0.5655594405594406,0.5608837381017205
Local IFCM,4,0.0,Majority Vote,4.0,0.5865384615384616,0.593437228224964,0.5865384615384616,0.5791095754710116
Local IFCM,4,0.0,Min Move,4.0,0.5611888111888113,0.5741569733726575,0.5611888111888113,0.5418796477650868
Local IFCM,4,0.0,Turn Vote,4.0,0.5865384615384616,0.593437228224964,0.5865384615384616,0.5791095754710116
Local IFCM,6,0.0,Majority Vote,6.0,0.583916083916084,0.5906365319409033,0.583916083916084,0.5771469230993952
Local IFCM,6,0.0,Min Move,6.0,0.5734265734265734,0.5823222313499866,0.5734265734265734,0.56408523897466
Local IFCM,6,0.0,Turn Vote,6.0,0.583916083916084,0.5906365319409033,0.583916083916084,0.5771469230993952
Local IFCM,8,0.0,Majority Vote,8.0,0.5944055944055944,0.6074749184671346,0.5944055944055944,0.5835898135333842
Local IFCM,8,0.0,Min Move,8.0,0.5734265734265734,0.5958873030004083,0.5734265734265734,0.5491516144561636
Local IFCM,8,0.0,Turn Vote,8.0,0.5944055944055944,0.6074749184671346,0.5944055944055944,0.5835898135333842
Local IFCM,10,0.0,Majority Vote,10.0,0.5847902097902098,0.5941636823180366,0.5847902097902098,0.5744346605727085
Local IFCM,10,0.0,Min Move,10.0,0.5716783216783217,0.5833275555848403,0.5716783216783217,0.5570426888382891
Local IFCM,10,0.0,Turn Vote,10.0,0.5847902097902098,0.5941636823180366,0.5847902097902098,0.5744346605727085
Local IFCM,12,0.0,Majority Vote,12.0,0.6022727272727273,0.6069147329825806,0.6022727272727273,0.5936019377664891
Local IFCM,12,0.0,Min Move,12.0,0.5804195804195804,0.5969967540313506,0.5804195804195804,0.5631746705515972
Local IFCM,12,0.0,Turn Vote,12.0,0.6022727272727273,0.6069147329825806,0.6022727272727273,0.5936019377664891
Local IFCM,14,0.0,Majority Vote,14.0,0.5944055944055944,0.5998720862967252,0.5944055944055944,0.5889199182819674
Local IFCM,14,0.0,Min Move,14.0,0.5743006993006993,0.5842251371287721,0.5743006993006993,0.5590696727987083
Local IFCM,14,0.0,Turn Vote,14.0,0.5944055944055944,0.5998720862967252,0.5944055944055944,0.5889199182819674
Local IFCM,16,0.0,Majority Vote,16.0,0.5996503496503496,0.604634133596234,0.5996503496503496,0.5953651794351731
Local IFCM,16,0.0,Min Move,16.0,0.5751748251748251,0.6048256590074247,0.5751748251748251,0.55191745285939
Local IFCM,16,0.0,Turn Vote,16.0,0.5996503496503496,0.604634133596234,0.5996503496503496,0.5953651794351731
Local IFCM,18,0.0,Majority Vote,18.0,0.5952797202797203,0.598460396640181,0.5952797202797203,0.5917277020893881
Local IFCM,18,0.0,Min Move,18.0,0.5690559440559441,0.5814320658831674,0.5690559440559441,0.551941906403613
Local IFCM,18,0.0,Turn Vote,18.0,0.5952797202797203,0.598460396640181,0.5952797202797203,0.5917277020893881
Local IFCM,20,0.0,Majority Vote,20.0,0.576048951048951,0.5786028971091747,0.576048951048951,0.5728914023751713
Local IFCM,20,0.0,Min Move,20.0,0.5699300699300699,0.5821907844441228,0.5699300699300699,0.5575146674326745
Local IFCM,20,0.0,Turn Vote,20.0,0.576048951048951,0.5786028971091747,0.576048951048951,0.5728914023751713
