Algorithm,param1,param2,Classifier,Centroids,Accuracy,Precision,Recall,F1
Local DISSFCM,4,1.0,Min Move,14.181818181818182,0.5588673621460507,0.585523304241728,0.5588673621460507,0.5423581450063355
Local DISSFCM,4,1.0,Turn Vote,25.363636363636363,0.5454545454545454,0.6232506203526412,0.5454545454545454,0.5215539428795144
Local DISSFCM,4,10.0,Majority Vote,7.818181818181818,0.47540983606557374,0.5167498933951301,0.47540983606557374,0.4248489001253921
Local DISSFCM,4,10.0,Min Move,4.2727272727272725,0.5573770491803279,0.5704768962788923,0.5573770491803279,0.5356744156010346
Local DISSFCM,4,10.0,Turn Vote,6.909090909090909,0.46050670640834573,0.5095594505454346,0.46050670640834573,0.404347036580957
Local DISSFCM,8,0.01,Majority Vote,45.63636363636363,0.6259314456035767,0.6989342555680239,0.6259314456035767,0.6061544765308561
Local DISSFCM,8,0.01,Min Move,31.272727272727273,0.5618479880774963,0.6190398624273427,0.5618479880774963,0.5394902067416916
Local DISSFCM,8,0.01,Turn Vote,44.81818181818182,0.6065573770491803,0.6657432218223889,0.6065573770491803,0.587841717602336
Local DISSFCM,8,0.1,Majority Vote,23.818181818181817,0.5767511177347243,0.6216570788821727,0.5767511177347243,0.5406652403392036
Local DISSFCM,8,0.1,Min Move,29.181818181818183,0.555886736214605,0.6342753813834723,0.555886736214605,0.5218399405949617
Local DISSFCM,8,0.1,Turn Vote,33.27272727272727,0.5767511177347243,0.6077437716963886,0.5767511177347243,0.5515637286799246
Local DISSFCM,8,1.0,Majority Vote,30.727272727272727,0.5603576751117735,0.6486085260586033,0.5603576751117735,0.5214088552667754
Local DISSFCM,8,1.0,Min Move,23.545454545454547,0.555886736214605,0.5960188311088561,0.555886736214605,0.5417384894704708
Local DISSFCM,8,1.0,Turn Vote,30.636363636363637,0.5722801788375559,0.6654968896684927,0.5722801788375559,0.5410214985497082
Local DISSFCM,8,10.0,Majority Vote,19.727272727272727,0.5230998509687034,0.6500474419280673,0.5230998509687034,0.4954939128979301
Local DISSFCM,8,10.0,Min Move,15.090909090909092,0.49627421758569296,0.5171282631947066,0.49627421758569296,0.47425917514218763
Local DISSFCM,8,10.0,Turn Vote,17.636363636363637,0.5052160953800299,0.525900651619766,0.5052160953800299,0.4566777708310617
Local DISSFCM,12,0.01,Majority Vote,47.27272727272727,0.6020864381520119,0.6804666684172529,0.6020864381520119,0.5865813692259683
Local DISSFCM,12,0.01,Min Move,30.454545454545453,0.5514157973174366,0.5971097077835494,0.5514157973174366,0.5282579604356511
Local DISSFCM,12,0.01,Turn Vote,47.0,0.593144560357675,0.6210688991077095,0.593144560357675,0.5754208006189462
Local DISSFCM,12,0.1,Majority Vote,36.63636363636363,0.5991058122205662,0.7045334635839177,0.5991058122205662,0.5882918141843474
Local DISSFCM,12,0.1,Min Move,27.727272727272727,0.5961251862891207,0.6459434728042219,0.5961251862891207,0.5747877363772881
